position,handedness,name,pitcher,p_throws,lineup_spot,away_team,home_team,status,hours_before,time
DH,R,S. Langeliers,Merrill Kelly,R,3,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
RF,L,C. Cortes,Merrill Kelly,R,4,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
3B,L,D. Walton,Merrill Kelly,R,5,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
1B,R,Tommy White,Merrill Kelly,R,6,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
2B,L,Jeff McNeil,Merrill Kelly,R,7,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
CF,L,L. Butler,Merrill Kelly,R,8,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
C,S,Jonah Heim,Merrill Kelly,R,9,ATH,ARI,away,3.0,2026-07-22 13:01:25.825258
2B,S,Ketel Marte,Gage Jump,L,1,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
SS,S,G. Perdomo,Gage Jump,L,2,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
RF,L,C. Carroll,Gage Jump,L,3,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
C,R,G. Moreno,Gage Jump,L,4,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
3B,R,N. Arenado,Gage Jump,L,5,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
1B,R,T. Locklear,Gage Jump,L,6,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
LF,R,Tim Tawa,Gage Jump,L,7,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
DH,S,I. Vargas,Gage Jump,L,8,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
CF,R,R. Waldschmidt,Gage Jump,L,9,ATH,ARI,home,3.0,2026-07-22 13:01:25.825258
2B,L,J. Wetherholt,Reid Detmers,L,1,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
DH,R,Ivan Herrera,Reid Detmers,L,2,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
RF,R,J. Walker,Reid Detmers,L,3,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
1B,L,A. Burleson,Reid Detmers,L,4,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
LF,R,N. Velazquez,Reid Detmers,L,5,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
SS,R,Masyn Winn,Reid Detmers,L,6,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
CF,R,Jose Fermin,Reid Detmers,L,7,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
3B,R,Blaze Jordan,Reid Detmers,L,8,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
C,R,Pedro Pages,Reid Detmers,L,9,STL,LAA,away,3.0,2026-07-22 13:01:25.825258
SS,R,Zach Neto,Hunter Dobbins,R,1,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
CF,R,Mike Trout,Hunter Dobbins,R,2,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
1B,L,N. Schanuel,Hunter Dobbins,R,3,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
DH,R,Jorge Soler,Hunter Dobbins,R,4,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
2B,R,V. Grissom,Hunter Dobbins,R,5,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
LF,L,Josh Lowe,Hunter Dobbins,R,6,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
RF,R,Jo Adell,Hunter Dobbins,R,7,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
3B,R,D. Guzman,Hunter Dobbins,R,8,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
C,R,L. O'Hoppe,Hunter Dobbins,R,9,STL,LAA,home,3.0,2026-07-22 13:01:25.825258
2B,L,J. Wetherholt,Reid Detmers,L,1,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
DH,R,Ivan Herrera,Reid Detmers,L,2,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
RF,R,J. Walker,Reid Detmers,L,3,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
1B,L,A. Burleson,Reid Detmers,L,4,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
LF,R,N. Velazquez,Reid Detmers,L,5,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
SS,R,Masyn Winn,Reid Detmers,L,6,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
CF,R,Jose Fermin,Reid Detmers,L,7,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
3B,R,Blaze Jordan,Reid Detmers,L,8,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
C,L,Jimmy Crooks,Reid Detmers,L,9,STL,LAA,away,0.0,2026-07-22 16:22:07.377943
SS,R,Zach Neto,Hunter Dobbins,R,1,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
CF,R,Mike Trout,Hunter Dobbins,R,2,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
1B,L,N. Schanuel,Hunter Dobbins,R,3,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
3B,R,V. Grissom,Hunter Dobbins,R,4,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
DH,R,Jo Adell,Hunter Dobbins,R,5,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
LF,L,Wade Meckler,Hunter Dobbins,R,6,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
2B,R,O. Peraza,Hunter Dobbins,R,7,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
RF,L,Josh Lowe,Hunter Dobbins,R,8,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
C,S,T. Heineman,Hunter Dobbins,R,9,STL,LAA,home,0.0,2026-07-22 16:22:07.377943
LF,L,T. Larnach,Slade Cecconi,R,1,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
SS,S,Brooks Lee,Slade Cecconi,R,2,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
2B,L,Kody Clemens,Slade Cecconi,R,3,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
DH,S,Josh Bell,Slade Cecconi,R,4,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
3B,R,Royce Lewis,Slade Cecconi,R,5,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
1B,S,V. Caratini,Slade Cecconi,R,6,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
RF,L,Alan Roden,Slade Cecconi,R,7,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
CF,R,L. Keaschall,Slade Cecconi,R,8,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
C,R,Alex Jackson,Slade Cecconi,R,9,MIN,CLE,away,2.0,2026-07-22 16:22:07.377943
LF,L,Steven Kwan,Bailey Ober,R,1,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
3B,S,Jose Ramirez,Bailey Ober,R,2,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
DH,L,C. DeLauter,Bailey Ober,R,3,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
SS,S,B. Rocchio,Bailey Ober,R,4,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
2B,L,T. Bazzana,Bailey Ober,R,5,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
1B,L,K. Manzardo,Bailey Ober,R,6,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
RF,L,D. Schneemann,Bailey Ober,R,7,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
C,S,P. Bailey,Bailey Ober,R,8,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
CF,L,Petey Halpin,Bailey Ober,R,9,MIN,CLE,home,2.0,2026-07-22 16:22:07.377943
DH,L,S. Ohtani,Aaron Nola,R,1,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
CF,R,Andy Pages,Aaron Nola,R,2,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
1B,L,F. Freeman,Aaron Nola,R,3,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
3B,L,Max Muncy,Aaron Nola,R,4,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
SS,R,Mookie Betts,Aaron Nola,R,5,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
RF,L,Kyle Tucker,Aaron Nola,R,6,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
LF,R,T. Hernandez,Aaron Nola,R,7,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
2B,S,Tommy Edman,Aaron Nola,R,8,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
C,L,D. Rushing,Aaron Nola,R,9,LAD,PHI,away,2.0,2026-07-22 16:22:07.377943
SS,R,Trea Turner,Eric Lauer,L,1,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
DH,L,K. Schwarber,Eric Lauer,L,2,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
1B,L,Bryce Harper,Eric Lauer,L,3,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
3B,R,Alec Bohm,Eric Lauer,L,4,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
LF,R,Edmundo Sosa,Eric Lauer,L,5,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
CF,R,Derek Hill,Eric Lauer,L,6,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
RF,R,B. De La Cruz,Eric Lauer,L,7,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
2B,L,Bryson Stott,Eric Lauer,L,8,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
C,S,R. Marchan,Eric Lauer,L,9,LAD,PHI,home,2.0,2026-07-22 16:22:07.377943
CF,S,Jake Mangum,Max Fried,L,1,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
2B,L,Brandon Lowe,Max Fried,L,2,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
LF,S,B. Reynolds,Max Fried,L,3,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
RF,R,E. Valdez,Max Fried,L,4,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
DH,L,Ryan O'Hearn,Max Fried,L,5,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
3B,R,N. Gonzales,Max Fried,L,6,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
1B,L,J. Gonzalez,Max Fried,L,7,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
SS,R,Jared Triolo,Max Fried,L,8,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
C,R,Henry Davis,Max Fried,L,9,PIT,NYY,away,3.0,2026-07-22 16:22:07.377943
CF,L,T. Grisham,Bubba Chandler,R,1,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
DH,L,Ben Rice,Bubba Chandler,R,2,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
1B,R,P. Goldschmidt,Bubba Chandler,R,3,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
LF,L,C. Bellinger,Bubba Chandler,R,4,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
2B,L,J. Chisholm,Bubba Chandler,R,5,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
RF,S,J. Dominguez,Bubba Chandler,R,6,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
3B,L,Ryan McMahon,Bubba Chandler,R,7,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
C,L,Austin Wells,Bubba Chandler,R,8,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
SS,R,J. Caballero,Bubba Chandler,R,9,PIT,NYY,home,3.0,2026-07-22 16:22:07.377943
DH,R,Yandy Diaz,Spencer Miles,R,1,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
1B,L,J. Aranda,Spencer Miles,R,2,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
3B,R,J. Caminero,Spencer Miles,R,3,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
CF,L,C. Mullins,Spencer Miles,R,4,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
LF,L,C. Simpson,Spencer Miles,R,5,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
RF,L,Victor Mesa,Spencer Miles,R,6,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
2B,L,R. Palacios,Spencer Miles,R,7,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
SS,S,Taylor Walls,Spencer Miles,R,8,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
C,L,H. Feduccia,Spencer Miles,R,9,TB,TOR,away,3.0,2026-07-22 16:22:07.377943
RF,L,Nathan Lukes,Griffin Jax,R,1,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
1B,R,V. Guerrero,Griffin Jax,R,2,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
2B,R,E. Clement,Griffin Jax,R,3,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
DH,R,G. Springer,Griffin Jax,R,4,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
CF,L,D. Varsho,Griffin Jax,R,5,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
3B,R,K. Okamoto,Griffin Jax,R,6,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
C,R,A. Kirk,Griffin Jax,R,7,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
SS,L,A. Gimenez,Griffin Jax,R,8,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
LF,S,J. Clase,Griffin Jax,R,9,TB,TOR,home,3.0,2026-07-22 16:22:07.377943
LF,R,Taylor Ward,Eduardo Rivera,L,1,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
1B,R,Pete Alonso,Eduardo Rivera,L,2,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
SS,L,G. Henderson,Eduardo Rivera,L,3,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
RF,R,T. O'Neill,Eduardo Rivera,L,4,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
DH,R,Coby Mayo,Eduardo Rivera,L,5,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
CF,S,L. Taveras,Eduardo Rivera,L,6,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
2B,R,J. Jackson,Eduardo Rivera,L,7,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
3B,R,C. Encarnacion-Strand,Eduardo Rivera,L,8,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
C,R,C. Tromp,Eduardo Rivera,L,9,BAL,BOS,away,3.0,2026-07-22 16:22:07.377943
2B,L,A. Seigler,Kyle Bradish,R,1,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
CF,R,C. Rafaela,Kyle Bradish,R,2,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
RF,L,Wilyer Abreu,Kyle Bradish,R,3,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
1B,R,W. Contreras,Kyle Bradish,R,4,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
DH,L,M. Yoshida,Kyle Bradish,R,5,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
3B,R,Caleb Durbin,Kyle Bradish,R,6,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
LF,L,Jarren Duran,Kyle Bradish,R,7,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
C,R,Connor Wong,Kyle Bradish,R,8,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
SS,L,T. Cheng,Kyle Bradish,R,9,BAL,BOS,home,3.0,2026-07-22 16:22:07.377943
RF,R,F. Tatis,Martin Perez,L,1,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
DH,S,Luis Rengifo,Martin Perez,L,2,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
3B,R,M. Machado,Martin Perez,L,3,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
1B,R,Ty France,Martin Perez,L,4,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
CF,L,J. Merrill,Martin Perez,L,5,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
C,R,L. Campusano,Martin Perez,L,6,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
SS,R,X. Bogaerts,Martin Perez,L,7,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
2B,L,J. Cronenworth,Martin Perez,L,8,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
LF,R,Jase Bowen,Martin Perez,L,9,SD,ATL,away,3.0,2026-07-22 16:22:07.377943
C,L,D. Baldwin,Michael King,R,1,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
2B,S,Ozzie Albies,Michael King,R,2,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
1B,L,Matt Olson,Michael King,R,3,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
CF,L,M. Harris,Michael King,R,4,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
3B,R,Austin Riley,Michael King,R,5,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
DH,L,M. Yastrzemski,Michael King,R,6,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
LF,R,M. Dubon,Michael King,R,7,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
SS,L,Jim Jarvis,Michael King,R,8,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
RF,R,B. Hicklen,Michael King,R,9,SD,ATL,home,3.0,2026-07-22 16:22:07.377943
RF,R,F. Tatis,Chris Sale,L,1,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
LF,S,Luis Rengifo,Chris Sale,L,2,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
3B,R,M. Machado,Chris Sale,L,3,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
1B,R,Ty France,Chris Sale,L,4,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
SS,R,X. Bogaerts,Chris Sale,L,5,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
DH,L,Gavin Sheets,Chris Sale,L,6,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
C,R,F. Fermin,Chris Sale,L,7,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
CF,R,Jase Bowen,Chris Sale,L,8,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
2B,L,J. Cronenworth,Chris Sale,L,9,SD,ATL,away,0.0,2026-07-23 12:11:38.184058
C,L,D. Baldwin,Griffin Canning,R,1,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
2B,S,Ozzie Albies,Griffin Canning,R,2,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
1B,L,Matt Olson,Griffin Canning,R,3,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
CF,L,M. Harris,Griffin Canning,R,4,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
LF,R,M. Dubon,Griffin Canning,R,5,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
3B,R,Austin Riley,Griffin Canning,R,6,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
DH,L,D. Smith,Griffin Canning,R,7,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
RF,L,M. Yastrzemski,Griffin Canning,R,8,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
SS,L,Jim Jarvis,Griffin Canning,R,9,SD,ATL,home,0.0,2026-07-23 12:11:38.184058
3B,S,Brooks Lee,Gavin Williams,R,1,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
CF,R,Byron Buxton,Gavin Williams,R,2,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
C,R,Ryan Jeffers,Gavin Williams,R,3,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
DH,S,Josh Bell,Gavin Williams,R,4,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
2B,L,Kody Clemens,Gavin Williams,R,5,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
1B,R,Royce Lewis,Gavin Williams,R,6,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
LF,R,A. Martin,Gavin Williams,R,7,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
RF,R,L. Keaschall,Gavin Williams,R,8,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
SS,R,R. Kreidler,Gavin Williams,R,9,MIN,CLE,away,1.0,2026-07-23 12:11:38.184058
LF,L,Steven Kwan,Taj Bradley,R,1,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
3B,S,Jose Ramirez,Taj Bradley,R,2,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
RF,L,C. DeLauter,Taj Bradley,R,3,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
SS,S,B. Rocchio,Taj Bradley,R,4,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
2B,L,T. Bazzana,Taj Bradley,R,5,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
DH,R,Rhys Hoskins,Taj Bradley,R,6,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
1B,L,K. Manzardo,Taj Bradley,R,7,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
C,S,P. Bailey,Taj Bradley,R,8,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
CF,L,Petey Halpin,Taj Bradley,R,9,MIN,CLE,home,1.0,2026-07-23 12:11:38.184058
DH,R,Yandy Diaz,Shane Bieber,R,1,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
1B,L,J. Aranda,Shane Bieber,R,2,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
3B,R,J. Caminero,Shane Bieber,R,3,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
CF,L,C. Mullins,Shane Bieber,R,4,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
LF,L,C. Simpson,Shane Bieber,R,5,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
RF,L,Victor Mesa,Shane Bieber,R,6,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
SS,R,B. Williamson,Shane Bieber,R,7,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
2B,L,R. Palacios,Shane Bieber,R,8,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
C,L,H. Feduccia,Shane Bieber,R,9,TB,TOR,away,3.0,2026-07-23 12:11:38.184058
SS,R,E. Clement,Ian Seymour,L,1,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
1B,R,V. Guerrero,Ian Seymour,L,2,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
3B,R,K. Okamoto,Ian Seymour,L,3,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
DH,R,G. Springer,Ian Seymour,L,4,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
C,R,A. Kirk,Ian Seymour,L,5,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
CF,L,D. Varsho,Ian Seymour,L,6,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
2B,R,Luis Urias,Ian Seymour,L,7,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
LF,L,Nathan Lukes,Ian Seymour,L,8,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
RF,R,Myles Straw,Ian Seymour,L,9,TB,TOR,home,3.0,2026-07-23 12:11:38.184058
2B,S,Ketel Marte,Michael McGreevy,R,1,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
RF,L,C. Carroll,Michael McGreevy,R,2,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
SS,S,G. Perdomo,Michael McGreevy,R,3,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
C,R,G. Moreno,Michael McGreevy,R,4,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
LF,L,Max Kepler,Michael McGreevy,R,5,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
1B,R,Tim Tawa,Michael McGreevy,R,6,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
DH,L,A. Del Castillo,Michael McGreevy,R,7,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
3B,S,I. Vargas,Michael McGreevy,R,8,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
CF,R,R. Waldschmidt,Michael McGreevy,R,9,ARI,STL,away,1.0,2026-07-23 16:19:35.898946
2B,L,J. Wetherholt,Brandon Pfaadt,R,1,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
RF,R,J. Walker,Brandon Pfaadt,R,2,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
DH,L,A. Burleson,Brandon Pfaadt,R,3,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
LF,L,L. Nootbaar,Brandon Pfaadt,R,4,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
SS,R,Masyn Winn,Brandon Pfaadt,R,5,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
3B,R,Jose Fermin,Brandon Pfaadt,R,6,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
CF,L,N. Church,Brandon Pfaadt,R,7,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
1B,R,Blaze Jordan,Brandon Pfaadt,R,8,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
C,L,Jimmy Crooks,Brandon Pfaadt,R,9,ARI,STL,home,1.0,2026-07-23 16:19:35.898946
C,L,C. Jensen,Troy Melton,R,1,KC,DET,away,2.0,2026-07-23 16:19:35.898946
CF,R,Lane Thomas,Troy Melton,R,2,KC,DET,away,2.0,2026-07-23 16:19:35.898946
1B,L,V. Pasquantino,Troy Melton,R,3,KC,DET,away,2.0,2026-07-23 16:19:35.898946
DH,R,S. Perez,Troy Melton,R,4,KC,DET,away,2.0,2026-07-23 16:19:35.898946
2B,L,M. Massey,Troy Melton,R,5,KC,DET,away,2.0,2026-07-23 16:19:35.898946
LF,S,I. Collins,Troy Melton,R,6,KC,DET,away,2.0,2026-07-23 16:19:35.898946
3B,L,Josh Rojas,Troy Melton,R,7,KC,DET,away,2.0,2026-07-23 16:19:35.898946
RF,R,Nick Loftin,Troy Melton,R,8,KC,DET,away,2.0,2026-07-23 16:19:35.898946
SS,R,A. Velazquez,Troy Melton,R,9,KC,DET,away,2.0,2026-07-23 16:19:35.898946
SS,L,K. McGonigle,Randy Dobnak,R,1,KC,DET,home,2.0,2026-07-23 16:19:35.898946
2B,R,G. Torres,Randy Dobnak,R,2,KC,DET,home,2.0,2026-07-23 16:19:35.898946
3B,L,Colt Keith,Randy Dobnak,R,3,KC,DET,home,2.0,2026-07-23 16:19:35.898946
DH,L,Riley Greene,Randy Dobnak,R,4,KC,DET,home,2.0,2026-07-23 16:19:35.898946
C,R,D. Dingler,Randy Dobnak,R,5,KC,DET,home,2.0,2026-07-23 16:19:35.898946
RF,L,K. Carpenter,Randy Dobnak,R,6,KC,DET,home,2.0,2026-07-23 16:19:35.898946
1B,R,S. Torkelson,Randy Dobnak,R,7,KC,DET,home,2.0,2026-07-23 16:19:35.898946
LF,L,Z. McKinstry,Randy Dobnak,R,8,KC,DET,home,2.0,2026-07-23 16:19:35.898946
CF,L,James Outman,Randy Dobnak,R,9,KC,DET,home,2.0,2026-07-23 16:19:35.898946
LF,L,J. McCarthy,Shane Drohan,L,1,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
3B,R,Kyle Karros,Shane Drohan,L,2,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
CF,S,Cole Carrigg,Shane Drohan,L,3,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
C,R,H. Goodman,Shane Drohan,L,4,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
2B,S,Willi Castro,Shane Drohan,L,5,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
1B,L,T. Johnston,Shane Drohan,L,6,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
DH,L,M. Moniak,Shane Drohan,L,7,COL,MIL,away,0.0,2026-07-24 15:56:20.355105
